Symbol,Date,Buy Time,Sell Time,Qty,Buy Price,Sell Price,Gross PnL,Charges,Net PnL,Exit Reason,E_Sig,E_EMA,E_ROC,E_BBW,X_Sig,X_EMA,X_ROC,X_BBW
NIFTY26JAN25000PE,2026-01-27,2026-01-27 14:10:34,2026-01-27 14:11:00,195,21.43,22.0,111.15000000000006,7.53,103.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25100CE,2026-01-27,2026-01-27 14:11:26,2026-01-27 14:12:04,195,21.8,20.15,-321.7500000000004,7.28,-329.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25100CE,2026-01-27,2026-01-27 14:12:16,2026-01-27 14:12:27,195,21.95,23.75,351.0000000000001,7.93,343.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25100CE,2026-01-27,2026-01-27 14:12:48,2026-01-27 14:13:15,195,26.22,23.05,-618.1499999999996,8.55,-626.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25100CE,2026-01-27,2026-01-27 14:14:10,2026-01-27 14:14:26,195,20.9,20.15,-146.25,7.12,-153.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25000PE,2026-01-27,2026-01-27 14:14:40,2026-01-27 14:15:10,195,21.43,21.3,-25.349999999999806,7.41,-32.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25000PE,2026-01-27,2026-01-27 14:15:48,2026-01-27 14:15:59,195,20.7,21.15,87.74999999999986,7.26,80.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25000PE,2026-01-27,2026-01-27 14:16:10,2026-01-27 14:16:31,195,22.85,23.55,136.49999999999986,8.05,128.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25000PE,2026-01-27,2026-01-27 14:17:02,2026-01-27 14:17:21,130,26.1,22.95,-409.5000000000003,5.67,-415.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25000PE,2026-01-27,2026-01-27 14:17:35,2026-01-27 14:17:40,130,23.65,25.2,201.50000000000009,5.65,195.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25000PE,2026-01-27,2026-01-27 14:19:00,2026-01-27 14:19:16,130,24.15,23.95,-25.999999999999908,5.56,-31.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25000PE,2026-01-27,2026-01-27 14:20:15,2026-01-27 14:20:44,130,24.65,24.6,-6.4999999999996305,5.7,-12.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25000PE,2026-01-27,2026-01-27 14:21:42,2026-01-27 14:22:07,130,25.3,23.55,-227.5,5.65,-233.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25000PE,2026-01-27,2026-01-27 14:23:38,2026-01-27 14:24:54,130,32.0,28.7,-429.0000000000001,7.02,-436.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25000PE,2026-01-27,2026-01-27 14:26:07,2026-01-27 14:26:21,130,28.65,25.25,-441.99999999999983,6.23,-448.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25000PE,2026-01-27,2026-01-27 14:27:02,2026-01-27 14:27:09,130,23.25,22.7,-71.50000000000009,5.31,-76.81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25100CE,2026-01-27,2026-01-27 14:29:17,2026-01-27 14:29:57,130,19.15,15.9,-422.4999999999998,4.05,-426.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25150CE,2026-01-27,2026-01-27 14:32:28,2026-01-27 14:32:38,130,8.4,8.6,25.999999999999908,1.97,24.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25100CE,2026-01-27,2026-01-27 14:32:56,2026-01-27 14:33:06,130,19.95,17.0,-383.4999999999999,4.27,-387.77,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25050CE,2026-01-27,2026-01-27 14:34:53,2026-01-27 14:35:09,130,33.6,34.6,130.0,7.89,122.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25050CE,2026-01-27,2026-01-27 14:35:26,2026-01-27 14:35:36,130,35.95,37.12,152.09999999999928,8.45,143.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25050CE,2026-01-27,2026-01-27 14:36:36,2026-01-27 14:36:54,130,46.33,39.4,-900.9,9.91,-910.81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25050CE,2026-01-27,2026-01-27 14:37:03,2026-01-27 14:38:04,130,41.35,44.4,396.49999999999966,9.92,386.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25050CE,2026-01-27,2026-01-27 14:38:17,2026-01-27 14:38:26,130,47.05,55.0,1033.5000000000005,11.8,1021.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25100CE,2026-01-27,2026-01-27 14:39:28,2026-01-27 14:39:55,130,32.5,37.6,663.0000000000002,8.11,654.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25100CE,2026-01-27,2026-01-27 14:40:11,2026-01-27 14:40:21,130,49.55,47.5,-266.49999999999966,11.22,-277.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25100CE,2026-01-27,2026-01-27 14:40:47,2026-01-27 14:41:06,130,46.9,45.0,-246.99999999999983,10.63,-257.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25100CE,2026-01-27,2026-01-27 14:41:30,2026-01-27 14:41:34,130,42.7,44.55,240.49999999999926,10.09,230.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25100CE,2026-01-27,2026-01-27 14:42:09,2026-01-27 14:42:32,130,46.45,49.3,370.49999999999926,11.07,359.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25100CE,2026-01-27,2026-01-27 14:45:18,2026-01-27 14:45:29,130,44.25,47.4,409.49999999999983,10.6,398.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25100CE,2026-01-27,2026-01-27 14:48:14,2026-01-27 14:48:31,130,39.9,43.5,468.00000000000017,9.64,458.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25100CE,2026-01-27,2026-01-27 14:50:13,2026-01-27 14:50:20,130,51.15,52.8,214.49999999999983,12.02,202.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25100CE,2026-01-27,2026-01-27 14:52:08,2026-01-27 14:52:20,130,65.1,71.05,773.5000000000003,15.74,757.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25100CE,2026-01-27,2026-01-27 14:54:15,2026-01-27 14:54:31,130,73.15,73.2,6.4999999999996305,16.92,-10.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25200CE,2026-01-27,2026-01-27 14:55:25,2026-01-27 14:55:27,130,16.85,17.9,136.49999999999963,4.02,132.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25150PE,2026-01-27,2026-01-27 14:56:57,2026-01-27 14:57:03,130,24.8,19.15,-734.5000000000002,5.08,-739.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25150PE,2026-01-27,2026-01-27 14:57:12,2026-01-27 14:57:29,130,24.1,27.75,474.49999999999983,6.0,468.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25150CE,2026-01-27,2026-01-27 14:59:17,2026-01-27 14:59:24,195,31.45,35.45,780.0000000000007,11.6,768.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25150PE,2026-01-27,2026-01-27 15:00:31,2026-01-27 15:00:39,65,26.2,27.55,87.75000000000009,3.11,84.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25150PE,2026-01-27,2026-01-27 15:00:52,2026-01-27 15:01:13,65,35.2,45.5,669.4999999999998,4.67,664.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25200PE,2026-01-27,2026-01-27 15:04:05,2026-01-27 15:04:11,65,60.9,66.4,357.50000000000045,7.36,350.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25200PE,2026-01-27,2026-01-27 15:05:28,2026-01-27 15:05:39,65,67.4,56.85,-685.7500000000002,7.18,-692.93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25100CE,2026-01-27,2026-01-27 15:05:54,2026-01-27 15:05:58,65,47.4,48.8,90.99999999999991,5.56,85.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25100CE,2026-01-27,2026-01-27 15:06:23,2026-01-27 15:06:39,65,54.5,61.95,484.25000000000017,6.73,477.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25100CE,2026-01-27,2026-01-27 15:06:58,2026-01-27 15:07:03,65,70.5,70.0,-32.5,8.12,-40.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25100CE,2026-01-27,2026-01-27 15:07:20,2026-01-27 15:07:24,65,69.8,66.0,-246.99999999999983,7.85,-254.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25100CE,2026-01-27,2026-01-27 15:07:38,2026-01-27 15:08:06,65,72.75,70.1,-172.25000000000037,8.26,-180.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25100CE,2026-01-27,2026-01-27 15:08:34,2026-01-27 15:08:42,65,64.15,61.25,-188.50000000000037,7.25,-195.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25200PE,2026-01-27,2026-01-27 15:09:13,2026-01-27 15:09:23,130,42.3,50.75,1098.5000000000005,10.76,1087.74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25200PE,2026-01-27,2026-01-27 15:10:09,2026-01-27 15:10:16,65,49.4,45.25,-269.7499999999999,5.47,-275.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25100CE,2026-01-27,2026-01-27 15:10:33,2026-01-27 15:11:04,65,63.15,58.45,-305.4999999999997,7.03,-312.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25100CE,2026-01-27,2026-01-27 15:11:36,2026-01-27 15:11:52,130,63.5,66.3,363.99999999999966,15.01,348.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25100CE,2026-01-27,2026-01-27 15:12:06,2026-01-27 15:12:15,130,70.6,71.5,117.00000000000074,16.43,100.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25100CE,2026-01-27,2026-01-27 15:12:21,2026-01-27 15:12:37,130,73.6,82.45,1150.5000000000011,18.05,1132.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25150CE,2026-01-27,2026-01-27 15:15:17,2026-01-27 15:15:20,130,21.35,22.95,207.99999999999972,5.12,202.88,Manual,SIDEWAYS (TRAP),25169.06,-0.0054,2.91,SIDEWAYS (TRAP),25169.03,-0.005,2.67
