Symbol,Date,Buy Time,Sell Time,Qty,Buy Price,Sell Price,Gross PnL,Charges,Net PnL,Exit Reason,E_Sig,E_EMA,E_ROC,E_BBW,X_Sig,X_EMA,X_ROC,X_BBW
NIFTY26JAN25050PE,2026-01-27,2026-01-27 10:12:21,2026-01-27 10:12:44,65,44.2,47.45,211.25,5.3,205.95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25150PE,2026-01-27,2026-01-27 10:35:38,2026-01-27 10:35:49,65,82.8,81.2,-103.99999999999963,9.48,-113.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25150PE,2026-01-27,2026-01-27 10:36:25,2026-01-27 10:37:02,65,88.0,84.7,-214.49999999999983,9.99,-224.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25150PE,2026-01-27,2026-01-27 10:38:08,2026-01-27 10:38:30,65,88.2,85.4,-181.99999999999983,10.04,-192.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25150PE,2026-01-27,2026-01-27 10:39:56,2026-01-27 10:40:12,65,86.95,90.8,250.24999999999963,10.28,239.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25150PE,2026-01-27,2026-01-27 10:40:21,2026-01-27 10:40:33,65,89.4,101.7,799.4999999999998,11.05,788.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25150PE,2026-01-27,2026-01-27 10:41:04,2026-01-27 10:41:23,65,97.65,97.95,19.499999999999815,11.31,8.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25150PE,2026-01-27,2026-01-27 10:41:34,2026-01-27 10:41:50,65,101.1,115.85,958.75,12.54,946.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25000PE,2026-01-27,2026-01-27 10:54:51,2026-01-27 10:55:00,65,80.75,77.0,-243.75,9.12,-252.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25000PE,2026-01-27,2026-01-27 10:55:06,2026-01-27 10:55:29,65,83.1,77.55,-360.74999999999983,9.29,-370.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25000PE,2026-01-27,2026-01-27 10:56:23,2026-01-27 10:56:37,65,80.1,80.35,16.25,9.28,6.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25000PE,2026-01-27,2026-01-27 10:56:47,2026-01-27 10:57:12,65,82.4,79.7,-175.50000000000017,9.37,-184.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25000CE,2026-01-27,2026-01-27 10:58:13,2026-01-27 10:58:24,65,82.4,79.85,-165.75000000000074,9.38,-175.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25000PE,2026-01-27,2026-01-27 10:58:32,2026-01-27 10:58:41,65,76.2,76.65,29.250000000000185,8.84,20.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25000PE,2026-01-27,2026-01-27 10:58:59,2026-01-27 10:59:28,65,79.65,82.45,181.99999999999983,9.37,172.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25000CE,2026-01-27,2026-01-27 11:16:42,2026-01-27 11:17:03,65,94.35,106.55,793.0000000000002,11.62,781.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25000CE,2026-01-27,2026-01-27 11:21:34,2026-01-27 11:21:54,65,112.95,106.4,-425.74999999999983,12.68,-438.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25000CE,2026-01-27,2026-01-27 11:23:03,2026-01-27 11:23:22,65,105.0,105.4,26.00000000000037,12.17,13.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25000CE,2026-01-27,2026-01-27 11:26:52,2026-01-27 11:27:06,65,112.4,103.2,-598.0000000000002,12.47,-610.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFTY26JAN25000CE,2026-01-27,2026-01-27 11:28:02,2026-01-27 11:28:24,65,102.05,103.1,68.24999999999982,11.86,56.39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
